date,top buy,top sell,kiwi-coin.com (worldwide), kiwi-coin.com (europe),binance.us,coinmarketcap.com
2021-06-12T20:00:30.219Z,49544.05,52500.02,50170.66,50152.31,50150.13,50150.39
2021-06-12T20:00:35.994Z,49544.05,52500.02,50170.66,50152.31,50150.13,50150.39
2021-06-12T20:00:41.721Z,49544.05,52500.02,50170.66,50152.31,50153.66,50150.39
2021-06-12T20:00:47.440Z,49544.05,52500.02,50170.66,50152.31,50153.66,50150.39
2021-06-12T20:00:53.267Z,49544.05,52500.02,50170.66,50152.31,50153.66,50150.39
2021-06-12T20:00:59.003Z,49544.05,52500.02,50170.66,50152.31,50154.41,50150.39
2021-06-12T20:01:04.749Z,49544.05,52500.02,50170.66,50152.31,50154.42,50150.39
2021-06-12T20:01:10.470Z,49544.05,52500.02,50170.66,50152.31,50154.42,50150.39
2021-06-12T20:01:16.197Z,49544.05,52500.02,50170.66,50152.31,50154.42,50150.39
2021-06-12T20:01:21.928Z,49544.05,52500.02,50170.66,50152.31,50165.81,50150.39
2021-06-12T20:01:27.743Z,49544.05,52500.02,50170.66,50152.31,50166.79,50150.39
2021-06-12T20:01:33.474Z,49544.05,52500.02,50170.66,50152.31,50166.79,50212.52
2021-06-12T20:01:39.200Z,49544.05,52500.02,50170.66,50152.31,50165.55,50212.52
2021-06-12T20:01:44.921Z,49544.05,52500.02,50170.66,50152.31,50165.55,50212.52
2021-06-12T20:01:50.720Z,49544.05,52500.02,50170.66,50152.31,50171.54,50212.52
2021-06-12T20:01:56.441Z,49544.05,52500.02,50170.66,50152.31,50171.54,50212.52
2021-06-12T20:02:02.167Z,49544.05,52500.02,50170.66,50152.31,50171.54,50212.52
2021-06-12T20:02:07.890Z,49544.05,52500.02,50170.66,50152.31,50171.28,50212.52
2021-06-12T20:02:13.609Z,49544.05,52500.02,50170.66,50152.31,50171.23,50212.52
2021-06-12T20:02:19.552Z,49544.05,52500.02,50170.66,50152.31,50171.23,50212.52
2021-06-12T20:02:26.822Z,49544.05,52500.02,50170.66,50213.15,50170.32,50212.52
2021-06-12T20:02:32.785Z,49544.05,52500.02,50233.52,50213.15,50170.38,50226.47
2021-06-12T20:02:38.501Z,49544.05,52500.02,50233.52,50213.15,50171.26,50226.47
2021-06-12T20:02:44.218Z,49544.05,52500.02,50233.52,50213.15,50171.29,50226.47
2021-06-12T20:02:50.015Z,49544.05,52500.02,50233.52,50213.15,50171.74,50226.47
2021-06-12T20:02:55.740Z,49544.05,52500.02,50233.52,50213.15,50171.79,50226.47
2021-06-12T20:03:01.017Z,49544.05,52500.02,50233.52,50213.15,50171.79,50226.47
2021-06-12T20:03:06.752Z,49544.05,52500.02,50233.52,50213.15,50171.79,50226.47
2021-06-12T20:03:12.475Z,49544.05,52500.02,50233.52,50213.15,50178.19,50226.47
2021-06-12T20:03:18.203Z,49544.05,52500.02,50233.52,50213.15,50182.84,50226.47
2021-06-12T20:03:24.003Z,49544.05,52500.02,50233.52,50213.15,50182.93,50226.47
2021-06-12T20:03:30.011Z,49544.05,52500.02,50233.52,50213.15,50182.93,50218.62
2021-06-12T20:03:35.741Z,49544.05,52500.02,50233.52,50213.15,50182.93,50218.62
2021-06-12T20:03:41.483Z,49544.05,52500.02,50233.52,50213.15,50182.93,50218.62
2021-06-12T20:03:47.504Z,49544.05,52500.02,50233.52,50213.15,50183.12,50218.62
2021-06-12T20:03:53.226Z,49544.05,52500.02,50233.52,50213.15,50183.12,50218.62
2021-06-12T20:03:58.555Z,49544.05,52500.02,50233.52,50213.15,50183.58,50218.62
2021-06-12T20:04:04.275Z,49544.05,52500.02,50233.52,50213.15,50184.18,50218.62
2021-06-12T20:04:10.088Z,49544.05,52500.02,50233.52,50213.15,50184.18,50218.62
2021-06-12T20:04:15.822Z,49544.05,52500.02,50213.63,50213.15,50184.84,50218.62
2021-06-12T20:04:21.771Z,49544.05,52500.02,50213.63,50213.15,50184.84,50218.62
2021-06-12T20:04:27.559Z,49544.05,52500.02,50213.63,50213.15,50184.84,50218.62
2021-06-12T20:04:33.277Z,49544.05,52500.02,50213.63,50213.15,50185.12,50215.84
2021-06-12T20:04:39.003Z,49544.05,52500.02,50213.63,50213.15,50185.13,50215.84
2021-06-12T20:04:46.867Z,49544.05,52500.02,50213.63,50197.03,50207.48,50215.84
2021-06-12T20:04:52.674Z,49544.05,52500.02,50213.63,50197.03,50212.67,50215.84
2021-06-12T20:04:58.405Z,49544.05,52500.02,50213.63,50197.03,50212.31,50215.84
2021-06-12T20:05:04.147Z,49544.05,52500.02,50213.63,50197.03,50212.31,50215.84
2021-06-12T20:05:10.107Z,49544.05,52500.02,50213.63,50197.03,50212.31,50215.84
2021-06-12T20:05:15.829Z,49544.05,52500.02,50213.63,50197.03,50213.76,50215.84
2021-06-12T20:05:21.553Z,49544.05,52500.02,50213.63,50197.03,50213.74,50215.84
2021-06-12T20:05:27.356Z,49544.05,52500.02,50213.63,50197.03,50213.68,50215.84
2021-06-12T20:05:33.296Z,49544.05,52500.02,50213.63,50197.03,50212.52,50215.84
2021-06-12T20:05:39.262Z,49544.05,52500.02,50213.63,50197.03,50212.52,50191.39
2021-06-12T20:05:44.990Z,49544.05,52500.02,50213.63,50197.03,50212.52,50191.39
2021-06-12T20:05:50.790Z,49544.05,52500.02,50213.63,50197.03,50240.17,50191.39
2021-06-12T20:05:56.511Z,49544.05,52500.02,50213.63,50197.03,50240.74,50191.39
2021-06-12T20:06:02.246Z,49544.05,52500.02,50213.63,50197.03,50242.03,50191.39
2021-06-12T20:06:08.199Z,49544.05,52500.02,50213.63,50197.03,50242.03,50191.39
2021-06-12T20:06:14.239Z,49544.05,52500.02,50213.63,50197.03,50242.03,50191.39
2021-06-12T20:06:19.960Z,49544.05,52500.02,50213.63,50197.03,50242.03,50191.39
2021-06-12T20:06:25.766Z,49544.05,52500.02,50213.63,50197.03,50242.03,50191.39
2021-06-12T20:06:31.716Z,49544.05,52500.02,50213.63,50197.03,50248.59,50191.39
2021-06-12T20:06:37.449Z,49544.05,52500.02,50216.89,50197.03,50268.37,50191.39
2021-06-12T20:06:43.170Z,49544.05,52500.02,50216.89,50197.03,50268.61,50273.6
2021-06-12T20:06:48.963Z,49544.05,52500.02,50216.89,50197.03,50269.25,50273.6
2021-06-12T20:06:54.688Z,49544.05,52500.02,50216.89,50197.03,50269.25,50273.6
2021-06-12T20:07:00.412Z,49544.05,52500.02,50216.89,50197.03,50269.25,50273.6
2021-06-12T20:07:08.600Z,49544.05,52500.02,50216.89,50338.44,50269.25,50273.6
2021-06-12T20:07:14.337Z,49544.05,52500.02,50216.89,50338.44,50273.58,50273.6
2021-06-12T20:07:20.059Z,49544.05,52500.02,50216.89,50338.44,50273.66,50273.6
2021-06-12T20:07:25.856Z,49544.05,52500.02,50216.89,50338.44,50273.69,50273.6
2021-06-12T20:07:31.581Z,49544.05,52500.02,50216.89,50338.44,50273.73,50329.89
2021-06-12T20:07:37.580Z,49544.05,52500.02,50216.89,50338.44,50273.98,50329.89
2021-06-12T20:07:43.303Z,49544.05,52500.02,50216.89,50338.44,50273.98,50329.89
2021-06-12T20:07:49.127Z,49544.05,52500.02,50216.89,50338.44,50274.03,50329.89
2021-06-12T20:07:54.852Z,49544.05,52500.02,50216.89,50338.44,50274.17,50329.89
2021-06-12T20:08:00.570Z,49544.05,52500.02,50216.89,50338.44,50274.17,50329.89
2021-06-12T20:08:06.519Z,49544.05,52500.02,50216.89,50338.44,50276.29,50329.89
2021-06-12T20:08:12.242Z,49544.05,52500.02,50216.89,50338.44,50278.51,50329.89
2021-06-12T20:08:18.190Z,49544.05,52500.02,50216.89,50338.44,50278.87,50329.89
2021-06-12T20:08:23.996Z,49544.05,52500.02,50343.15,50338.44,50283.97,50329.89
2021-06-12T20:08:29.717Z,49544.05,52500.02,50343.15,50338.44,50284.17,50329.36
2021-06-12T20:08:35.437Z,49544.05,52500.02,50343.15,50338.44,50284.17,50329.36
2021-06-12T20:08:41.156Z,49544.05,52500.02,50343.15,50338.44,50284.17,50329.36
2021-06-12T20:08:46.878Z,49544.05,52500.02,50343.15,50338.44,50286.44,50329.36
2021-06-12T20:08:52.670Z,49544.05,52500.02,50343.15,50338.44,50286.44,50329.36
2021-06-12T20:08:58.404Z,49544.05,52500.02,50343.15,50338.44,50286.77,50329.36
2021-06-12T20:09:04.127Z,49544.05,52500.02,50343.15,50338.44,50291.99,50329.36
2021-06-12T20:09:09.844Z,49544.05,52500.02,50343.15,50338.44,50291.99,50329.36
2021-06-12T20:09:15.790Z,49544.05,52500.02,50343.15,50338.44,50291.99,50329.36
2021-06-12T20:09:21.570Z,49544.05,52500.02,50343.15,50338.44,50292.74,50329.36
2021-06-12T20:09:29.950Z,49544.05,52500.02,50343.15,50309.44,50292.79,50329.36
2021-06-12T20:09:35.694Z,49544.05,52500.02,50343.15,50309.44,50292.79,50312.52
2021-06-12T20:09:41.442Z,49544.05,52500.02,50343.15,50309.44,50293.35,50312.52
2021-06-12T20:09:47.400Z,49544.05,52500.02,50343.15,50309.44,50293.98,50312.52
2021-06-12T20:09:53.190Z,49544.05,52500.02,50343.15,50309.44,50294.13,50312.52
2021-06-12T20:09:59.138Z,49544.05,52500.02,50343.15,50309.44,50294.13,50312.52
2021-06-12T20:10:04.858Z,49544.05,52500.02,50343.15,50309.44,50294.89,50312.52
2021-06-12T20:10:10.819Z,49544.05,52500.02,50343.15,50309.44,50296.99,50312.52
2021-06-12T20:10:16.770Z,49544.05,52500.02,50343.15,50309.44,50296.99,50312.52
2021-06-12T20:10:22.554Z,49544.05,52500.02,50343.15,50309.44,50296.99,50312.52
2021-06-12T20:10:28.274Z,49544.05,52500.02,50343.15,50309.44,50298.52,50312.52
2021-06-12T20:10:34.228Z,49544.05,52500.02,50343.15,50309.44,50301.33,50312.52
2021-06-12T20:10:40.178Z,49544.05,52500.02,50343.15,50309.44,50302.53,50312.52
2021-06-12T20:10:46.023Z,49544.05,52500.02,50325.58,50309.44,50302.53,50312.52
2021-06-12T20:10:51.815Z,49544.05,52500.02,50325.58,50309.44,50315.83,50312.52
2021-06-12T20:10:57.536Z,49544.05,52500.02,50325.58,50309.44,50315.83,50312.52
2021-06-12T20:11:03.254Z,49544.05,52500.02,50325.58,50309.44,50330.47,50314.12
2021-06-12T20:11:08.971Z,49544.05,52500.02,50325.58,50309.44,50330.47,50314.12
2021-06-12T20:11:14.697Z,49544.05,52500.02,50325.58,50309.44,50330.46,50314.12
2021-06-12T20:11:20.763Z,49544.05,52500.02,50325.58,50309.44,50330.46,50314.12
2021-06-12T20:11:26.554Z,49544.05,52500.02,50325.58,50309.44,50330.46,50314.12
2021-06-12T20:11:32.275Z,49544.05,52500.02,50325.58,50309.44,50332.09,50314.12
2021-06-12T20:11:38.005Z,49544.05,52500.02,50325.58,50309.44,50332.09,50314.12
2021-06-12T20:11:43.725Z,49544.05,52500.02,50325.58,50309.44,50332.09,50314.12
2021-06-12T20:11:51.587Z,49544.05,52500.02,50325.58,50334.73,50327.92,50314.12
2021-06-12T20:11:57.335Z,49544.05,52500.02,50325.58,50334.73,50327.79,50314.12
2021-06-12T20:12:03.285Z,49544.05,52500.02,50325.58,50334.73,50327.79,50314.12
2021-06-12T20:12:09.234Z,49544.05,52500.02,50325.58,50334.73,50327.79,50349.66
2021-06-12T20:12:14.952Z,49544.05,52500.02,50325.58,50334.73,50328.33,50349.66
2021-06-12T20:12:20.772Z,49544.05,52500.02,50325.58,50334.73,50328.36,50349.66
2021-06-12T20:12:26.559Z,49544.05,52500.02,50325.58,50334.73,50328.36,50349.66
2021-06-12T20:12:32.288Z,49544.05,52500.02,50330.63,50334.73,50328.42,50349.66
2021-06-12T20:12:38.012Z,49544.05,52500.02,50330.63,50334.73,50328.42,50308.05
2021-06-12T20:12:43.961Z,49544.05,52500.02,50330.63,50334.73,50328.42,50308.05
2021-06-12T20:12:49.758Z,49544.05,52500.02,50330.63,50334.73,50328.46,50308.05
2021-06-12T20:12:55.703Z,49544.05,52500.02,50330.63,50334.73,50329.51,50308.05
2021-06-12T20:13:01.453Z,49544.05,52500.02,50330.63,50334.73,50329.51,50308.05
2021-06-12T20:13:07.180Z,49544.05,52500.02,50330.63,50334.73,50329.55,50308.05
2021-06-12T20:13:13.128Z,49544.05,52500.02,50330.63,50334.73,50330.81,50308.05
2021-06-12T20:13:18.852Z,49544.05,52500.02,50330.63,50334.73,50330.81,50308.05
2021-06-12T20:13:24.699Z,49544.05,52500.02,50330.63,50334.73,50330.81,50308.05
2021-06-12T20:13:30.778Z,49544.05,52500.02,50330.63,50334.73,50329.7,50363.1
2021-06-12T20:13:36.499Z,49544.05,52500.02,50330.63,50334.73,50330.89,50363.1
2021-06-12T20:13:42.226Z,49544.05,52500.02,50330.63,50334.73,50330.89,50363.1
2021-06-12T20:13:48.005Z,49544.05,52500.02,50330.63,50334.73,50330.89,50363.1
2021-06-12T20:13:53.728Z,49544.05,52500.02,50330.63,50334.73,50330.67,50363.1
2021-06-12T20:13:59.449Z,49544.05,52500.02,50330.63,50334.73,50330.67,50363.1
2021-06-12T20:14:05.163Z,49544.05,52500.02,50330.63,50334.73,50331,50363.1
2021-06-12T20:14:12.857Z,49544.05,52500.02,50330.63,50377.08,50334.26,50363.1
2021-06-12T20:14:18.595Z,49544.05,52500.02,50330.63,50377.08,50334.28,50363.1
2021-06-12T20:14:24.391Z,49544.05,52500.02,50330.63,50377.08,50334.28,50363.1
2021-06-12T20:14:30.111Z,49544.05,52500.02,50330.63,50377.08,50334.28,50363.1
2021-06-12T20:14:35.829Z,49544.05,52500.02,50330.63,50377.08,50334.28,50363.1
2021-06-12T20:14:41.546Z,49544.05,52500.02,50330.63,50377.08,50334.36,50350.15
2021-06-12T20:14:47.558Z,49544.05,52500.02,50330.63,50377.08,50334.42,50350.15
2021-06-12T20:14:53.299Z,49544.05,52500.02,50342.37,50377.08,50334.42,50350.15
2021-06-12T20:14:59.023Z,49544.05,52500.02,50342.37,50377.08,50335.88,50350.15
2021-06-12T20:15:04.742Z,49544.05,52500.02,50342.37,50377.08,50335.8,50350.15
2021-06-12T20:15:10.462Z,49544.05,52500.02,50342.37,50377.08,50335.8,50350.15
2021-06-12T20:15:16.179Z,49544.05,52500.02,50342.37,50377.08,50335.8,50350.15
2021-06-12T20:15:21.969Z,49544.05,52500.02,50342.37,50377.08,50339.01,50350.15
2021-06-12T20:15:27.704Z,49544.05,52500.02,50342.37,50377.08,50338.87,50350.15
2021-06-12T20:15:33.427Z,49544.05,52500.02,50342.37,50377.08,50338.71,50350.15
2021-06-12T20:15:39.156Z,49544.05,52500.02,50342.37,50377.08,50338.71,50334.28
2021-06-12T20:15:44.946Z,49544.05,52500.02,50342.37,50377.08,50338.66,50334.28
2021-06-12T20:15:50.664Z,49544.05,52500.02,50342.37,50377.08,50338.66,50334.28
2021-06-12T20:15:56.384Z,49544.05,52500.02,50342.37,50377.08,50342.92,50334.28
2021-06-12T20:16:02.346Z,49544.05,52500.02,50342.37,50377.08,50342.79,50334.28
2021-06-12T20:16:08.071Z,49544.05,52500.02,50342.37,50377.08,50342.79,50334.28
2021-06-12T20:16:13.810Z,49544.05,52500.02,50342.37,50377.08,50343.27,50334.28
2021-06-12T20:16:19.591Z,49544.05,52500.02,50342.37,50377.08,50343.29,50334.28
2021-06-12T20:16:25.391Z,49544.05,52500.02,50342.37,50377.08,50343.27,50334.28
2021-06-12T20:16:33.451Z,49544.05,52500.02,50342.37,50349.3,50343.27,50300.8
2021-06-12T20:16:39.200Z,49544.05,52500.02,50320.76,50349.3,50343.18,50300.8
2021-06-12T20:16:45.217Z,49544.05,52500.02,50320.76,50349.3,50343.1,50300.8
2021-06-12T20:16:50.936Z,49544.05,52500.02,50320.76,50349.3,50343.1,50300.8
2021-06-12T20:16:56.659Z,49544.05,52500.02,50320.76,50349.3,50342.9,50300.8
2021-06-12T20:17:02.381Z,49544.05,52500.02,50320.76,50349.3,50342.63,50300.8
2021-06-12T20:17:08.116Z,49544.05,52500.02,50320.76,50349.3,50342.77,50300.8
2021-06-12T20:17:13.850Z,49544.05,52500.02,50320.76,50349.3,50342.77,50300.8
2021-06-12T20:17:19.566Z,49544.05,52500.02,50320.76,50349.3,50342.77,50300.8
2021-06-12T20:17:25.281Z,49544.05,52500.02,50320.76,50349.3,50342.77,50300.8
2021-06-12T20:17:31.206Z,49544.05,52500.02,50320.76,50349.3,50342.77,50336.27
2021-06-12T20:17:36.932Z,49544.05,52500.02,50320.76,50349.3,50343.6,50336.27
2021-06-12T20:17:42.654Z,49544.05,52500.02,50320.76,50349.3,50344.26,50336.27
2021-06-12T20:17:48.513Z,49544.05,52500.02,50320.76,50349.3,50344.26,50336.27
2021-06-12T20:17:54.238Z,49544.05,52500.02,50320.76,50349.3,50343.41,50336.27
2021-06-12T20:17:59.958Z,49544.05,52500.02,50320.76,50349.3,50343.41,50336.27
2021-06-12T20:18:05.684Z,49544.05,52500.02,50320.76,50349.3,50343.35,50336.27
2021-06-12T20:18:11.409Z,49544.05,52500.02,50320.76,50349.3,50342.94,50336.27
2021-06-12T20:18:17.375Z,49544.05,52500.02,50320.76,50349.3,50342.96,50336.27
2021-06-12T20:18:23.117Z,49544.05,52500.02,50320.76,50349.3,50342.96,50336.27
2021-06-12T20:18:28.835Z,49544.05,52500.02,50320.76,50349.3,50342.96,50362.81
2021-06-12T20:18:34.630Z,49544.05,52500.02,50320.76,50349.3,50343.99,50362.81
2021-06-12T20:18:40.351Z,49544.05,52500.02,50320.76,50349.3,50344,50362.81
2021-06-12T20:18:46.148Z,49544.05,52500.02,50320.76,50349.3,50344,50362.81
2021-06-12T20:18:53.409Z,49544.05,52500.02,50320.76,50345.85,50344.44,50362.81
2021-06-12T20:18:59.144Z,49544.05,52500.02,50372.69,50345.85,50344.44,50362.81
2021-06-12T20:19:05.085Z,49544.05,52500.02,50372.69,50345.85,50344.44,50362.81
2021-06-12T20:19:10.806Z,49544.05,52500.02,50372.69,50345.85,50344.44,50362.81
2021-06-12T20:19:16.592Z,49544.05,52500.02,50372.69,50345.85,50344.44,50362.81
2021-06-12T20:19:22.310Z,49544.05,52500.02,50372.69,50345.85,50339.78,50362.81
2021-06-12T20:19:28.030Z,49544.05,52500.02,50372.69,50345.85,50351.81,50362.81
2021-06-12T20:19:33.830Z,49544.05,52500.02,50372.69,50345.85,50358.3,50351.41
2021-06-12T20:19:39.551Z,49544.05,52500.02,50372.69,50345.85,50358.35,50351.41
2021-06-12T20:19:45.381Z,49544.05,52500.02,50372.69,50345.85,50360.89,50351.41
2021-06-12T20:19:51.123Z,49544.05,52500.02,50372.69,50345.85,50361.27,50351.41
2021-06-12T20:19:56.845Z,49544.05,52500.02,50372.69,50345.85,50361.27,50351.41
2021-06-12T20:20:02.564Z,49544.05,52500.02,50372.69,50345.85,50361.86,50351.41
2021-06-12T20:20:08.294Z,49544.05,52500.02,50372.69,50345.85,50362.17,50351.41
2021-06-12T20:20:14.258Z,49544.05,52500.02,50372.69,50345.85,50362.36,50351.41
2021-06-12T20:20:19.979Z,49544.05,52500.02,50372.69,50345.85,50362.37,50351.41
2021-06-12T20:20:25.739Z,49544.05,52500.02,50372.69,50345.85,50362.37,50351.41
2021-06-12T20:20:31.536Z,49544.05,52500.02,50372.69,50345.85,50363.98,50351.41
2021-06-12T20:20:38.034Z,49544.05,52500.02,50372.69,50345.85,50364.4,50351.41
2021-06-12T20:20:43.828Z,49544.05,52500.02,50373.72,50345.85,50364.62,50376.47
2021-06-12T20:20:49.780Z,49544.05,52500.02,50373.72,50345.85,50364.65,50376.47
2021-06-12T20:20:55.727Z,49544.05,52500.02,50373.72,50345.85,50365.6,50376.47
